country,year,abaca__manila_hemp__raw_yield,agave_fibres__raw__n_e_c__yield,almond_yield,apples_yield,apricots_yield,areca_nuts_yield,artichokes_yield,asparagus_yield,avocados_yield,bambara_beans__dry_yield,banana_yield,barley_yield,bean_yield,beans__green_yield,blueberries_yield,broad_beans_and_horse_beans__green_yield,broad_beans_yield,buckwheat_yield,cabbages_yield,canary_seed_yield,carrots_and_turnips_yield,cashew_nuts_yield,cashewapple_yield,cassava_leaves_yield,cassava_yield,castor_oil_seed_yield,cauliflowers_and_broccoli_yield,cereals_n_e_c__yield,cereal_yield,cherries_yield,chestnut_yield,chickpeas_yield,chicory_roots_yield,chillies_and_peppers__green__capsicum_spp__and_pimenta_spp__yield,chillies_and_peppers_yield,cinnamon_and_cinnamon_tree_flowers__raw_yield,citrus_fruit_yield,cloves__whole_stems__raw_yield,cocoa_yield,coconuts_yield,coffee_yield,cow_peas_yield,cranberries_yield,cucumbers_and_gherkins_yield,currants_yield,dates_yield,edible_roots_and_tubers_with_high_starch_or_inulin_content__n_e_c__fresh_yield,eggplants_yield,fibre_crops__fibre_equivalent_yield,fibre_crops_yield,figs_yield,flax__raw_or_retted_yield,fonio_yield,fruit_yield,garlic_yield,ginger__raw_yield,gooseberries_yield,grapefruit_yield,grapes_yield,green_maize_yield,groundnut_yield,hazelnuts_yield,hempseed_yield,herbs__e_g__fennel__yield,hop_cones_yield,jojoba_seeds_yield,jute_yield,kapok_fruit_yield,karite_nuts_yield,kenaf__and_other_textile_bast_fibres__raw_or_retted_yield,kiwi_yield,kola_nuts_yield,leeks_yield,lemons_and_limes_yield,lentils_yield,lettuce_yield,linseed_yield,locust_beans__carobs__yield,lupins_yield,maize_yield,mangoes_yield,mate_leaves_yield,melon_yield,melonseed_yield,millet_yield,mixed_grains_yield,mustard_seed_yield,natural_rubber_in_primary_forms_yield,nutmeg__mace__cardamoms__raw_yield,oats_yield,oilcrops__cake_equivalent_yield,oilcrops__oil_equivalent_yield,okra_yield,olives_yield,onions_and_shallots__green_yield,onions_yield,orange_yield,other_berries_and_fruits_of_the_genus_vaccinium_n_e_c__yield,other_citrus_fruit__n_e_c__yield,other_fruits__n_e_c__yield,other_nuts__excluding_wild_edible_nuts_and_groundnuts__in_shell__n_e_c__yield,other_oil_seeds__n_e_c__yield,other_pome_fruits_yield,other_pulses_n_e_c__yield,other_stimulant__spice_and_aromatic_crops__n_e_c__yield,other_stone_fruits_yield,other_sugar_crops_n_e_c__yield,other_tropical_fruits__n_e_c__yield,other_vegetables__fresh_n_e_c__yield,oilpalm_yield,papayas_yield,peaches_and_nectarines_yield,pears_yield,pea_yield,peas__green_yield,pepper_yield,peppermint__spearmint_yield,persimmons_yield,pigeon_peas_yield,pineapples_yield,pistachios_yield,plantains_yield,plums_yield,poppy_seeds_yield,potato_yield,pulses_yield,pumpkins__squash_and_gourds_yield,pyrethrum__dried_flowers_yield,quinces_yield,quinoa_yield,ramie__raw_or_retted_yield,rapeseed_yield,raspberries_yield,rice_yield,roots_and_tubers_yield,rye_yield,safflower_seed_yield,cotton_yield,sesame_seed_yield,sisal__raw_yield,sorghum_yield,sour_cherries_yield,soybean_yield,spinach_yield,strawberries_yield,string_beans_yield,sugarbeet_yield,sugarcane_yield,sugar_crops_yield,sunflower_yield,sweet_potatoes_yield,tallowtree_seeds_yield,tangerines_yield,taro_yield,tea_yield,tobacco_yield,tomato_yield,treenuts_yield,triticale_yield,true_hemp__raw_or_retted_yield,tung_nuts_yield,vanilla__raw_yield,vegetables_yield,vetches_yield,walnuts_yield,watermelons_yield,wheat_yield,yams_yield,yautia_yield,barley_attainable_yield,cassava_attainable_yield,cotton_attainable_yield,groundnut_attainable_yield,maize_attainable_yield,millet_attainable_yield,oilpalm_attainable_yield,potato_attainable_yield,rapeseed_attainable_yield,rice_attainable_yield,rye_attainable_yield,sorghum_attainable_yield,soybean_attainable_yield,sugarbeet_attainable_yield,sugarcane_attainable_yield,sunflower_attainable_yield,wheat_attainable_yield,barley_yield_gap,cassava_yield_gap,cotton_yield_gap,groundnut_yield_gap,maize_yield_gap,millet_yield_gap,oilpalm_yield_gap,potato_yield_gap,rapeseed_yield_gap,rice_yield_gap,rye_yield_gap,sorghum_yield_gap,soybean_yield_gap,sugarbeet_yield_gap,sugarcane_yield_gap,sunflower_yield_gap,wheat_yield_gap
World,1982,0.5804,1.1452999,0.8307,10.934,7.7198997,0.858,10.3918,3.3776999,7.9651,0.6763,13.006499,2.073,0.58529997,6.295,2.8817,5.64,1.3131,1.023,24.8043,0.8681,20.5506,0.37899998,3.843,,9.215899,0.5783,14.2197,0.8307,2.3693,9.0548,3.6301,0.59819996,19.5357,8.2678995,1.0488,0.484,14.106199,0.1691,0.3453,3.6852,0.5032,0.3417,14.4835,13.1753,22.9506,6.2135,6.5543,11.6853,0.53279996,0.85499996,3.5802999,,0.7127,9.8934,7.0941997,3.8365998,5.3403,25.327599,7.9747996,7.5239,0.98029995,0.9467,0.41399997,0.7597,1.4978,0.3586,1.5373,0.8849,1.7341,1.0304999,3.804,1.698,14.103499,13.48,0.68369997,19.502499,0.5137,2.5688,0.75,3.609,8.375299,2.7746,14.738899,1.339,0.7344,2.7989,0.5929,0.6818,0.21959999,1.7978,0.7531,0.3437,4.6071997,1.8578,14.417,15.1818,16.4823,7.0931997,4.1994,7.9286,4.3519,1.2882,,0.51309997,0.9697,6.5632997,6.6756,7.9199996,11.2182,8.531899,12.2689,9.802899,11.9247,1.2894,7.3637,0.7162,16.6798,5.3371,0.7323,14.5967,0.97889996,5.5701,10.5619,0.6252,14.145599,0.708,9.6742,0.87839997,9.51,0.70419997,1.2929,1.1613,6.2756996,2.9803998,11.861099,1.7908,0.74509996,1.3384,0.318,0.72099996,1.5043,9.5682,1.7586,12.553599,11.3393,7.1377997,32.221,60.2495,49.5244,1.245,13.156099,,13.3299,4.9962997,0.80079997,1.5301,22.8843,1.0767,0.91169995,0.54399997,9.6391,0.0994,13.1678,1.2061,4.9438,14.130099,1.9992,6.6527996,5.1110997,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.007,7.8641005,1.3116001,1.2897,3.781,0.48560005,10.978101,15.274401,0.94869995,2.6696002,2.5292,0.7757,1.0514,28.578999,31.190502,0.57500005,2.6408
World,1983,0.5338,1.1254,0.6519,10.747,7.7142,0.9317,9.9965,3.401,7.8201,0.6813,12.7674,2.01,0.58809996,6.2819,2.8892,5.5741997,1.2445999,0.9481,23.9014,1.0666,20.2086,0.38279998,1.6984999,,9.3301,0.6554,14.122999,0.94699997,2.3086,9.373199,3.5781999,0.70409995,18.260199,9.0934,1.059,0.5757,14.651899,0.1724,0.3444,3.5992,0.5503,0.3448,13.691,13.1556,24.629099,6.8852,6.8199,12.044499,0.5496,0.86329997,3.3560998,,0.7989,9.7725,7.1535997,3.7944999,5.4979997,22.783699,7.5878,6.7865996,1.0342,1.4295,0.3834,0.8078,1.3634,0.29389998,1.5899999,0.9809,1.8735,1.1006,3.4980998,1.6056,13.855599,14.106199,0.6749,18.9179,0.4912,2.4215,1.0088999,2.9452,8.388599,2.9591,14.455899,1.3133999,0.8265,2.4531,0.5488,0.72889996,0.21429999,1.6970999,0.70409995,0.3304,4.6647997,1.5459,14.309,14.578099,17.3776,7.6903,4.3982997,8.003099,4.898,1.2001,,0.54829997,0.85279995,6.6471,6.3202996,7.8001,11.7726,7.8801,12.9621,9.781,12.1579,1.3182,6.89,0.65209997,20.6136,5.5772,0.6745,14.474899,1.0943999,5.2623,10.4636,0.6209,14.1606,0.7467,9.993899,1.0921,8.2613,0.3542,1.2531999,1.1058999,6.3486,3.1367,12.1352,1.9118999,0.6337,1.3612,0.3157,0.6435,1.3924999,9.7877,1.6200999,12.747499,11.5355,6.7746,31.088799,58.754097,48.4726,1.2063999,14.0515995,,13.9614,5.4455,0.83349997,1.4095,23.1675,1.0884,1.6107999,0.61109996,6.8199,0.096499994,13.2967,1.3892,4.8129,14.2596,2.1258,6.6018,5.7706,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.07,7.7499,1.2888001,1.2358,4.4448,0.39350003,11.6299,15.2594,1.0041,2.5133002,2.4081001,0.88750005,1.1899,29.7112,32.685905,0.61360013,2.5142
World,1984,0.5607,1.1352,0.857,10.5822,7.869,0.8806,9.8905,3.4174,7.6301,0.66139996,13.1591,2.1577,0.5951,6.5158997,2.7122,5.0945997,1.2947999,1.0478,25.3074,0.949,21.7673,0.3579,3.4329,,9.4284,0.6507,14.2148,0.8271,2.4991,9.3384,3.2182,0.6706,20.1646,8.5704,1.0950999,0.6849,13.5527,0.2131,0.3797,3.4362,0.5137,0.31039998,14.9337,13.4065,25.100698,6.6474,6.5199,11.865399,0.6145,0.88299996,3.3594,,0.7934,9.6438,7.2138,3.5449,5.5776,21.8778,7.3822,7.1531,1.0965999,1.0381,0.3671,0.9029,1.4149,0.40919998,1.4762,0.9683,1.837,1.1460999,6.2023997,1.5565,14.0961,12.9528,0.6802,19.6008,0.5262,2.2761,1.0461,3.5256,8.4331,3.1652,14.973399,1.1215999,0.7583,2.9115,0.4684,0.7352,0.22639999,1.8417,0.7617,0.3515,4.72,1.5999999,15.300799,15.1522,16.4919,6.8870997,4.3192997,8.0061,2.4414,1.1843,,0.5818,0.8911,6.8297997,6.4315996,7.8855,12.5067,8.653,14.5567,9.9541,12.000999,1.3046,7.4217997,0.6665,24.9117,4.8392,0.77889997,15.937599,0.9899,5.2395997,9.9003,0.7216,15.5819,0.7524,10.6559,0.93689996,7.9901,0.59569997,1.3603,1.2365,6.6355996,3.2261,12.6783,1.9528999,0.724,1.5861,0.3355,0.7051,1.4789,9.6083,1.7142999,,11.6522,6.9255,33.6507,59.465397,49.9582,1.1953,14.3193,,11.5033,4.1068,0.9138,1.5588,24.2242,1.0346,2.0189,0.6209,7.625,0.108799994,13.9584,1.2087,4.7556,14.3543,2.2201,6.9256,5.9565997,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.9222999,7.6516,1.0639001,1.1734,3.8644,0.46170002,10.857,13.8381,0.8734999,2.4239001,2.3671002,0.8011,1.0957,27.1493,31.974606,0.62470007,2.4199
World,1985,0.51879996,1.145,0.8491,9.058499,6.4609,1.0823,9.1357,3.5237,6.4659,0.6622,13.1956,2.1792,0.58669996,6.7471,2.9708998,5.0308,1.2475,0.9238,24.165699,1.0336,21.2888,0.4122,3.0821998,,9.8207,0.7065,14.408099,0.71129996,2.5288,5.2669997,1.7886,0.65709996,19.3344,8.569099,1.1367999,0.5141,13.0612,0.1548,0.39909998,3.8202999,0.5627,0.3084,15.0077,13.3257,6.1731,5.1892,6.5457997,11.962299,0.64489996,0.90489995,2.6797,,0.87259996,8.994599,7.4364996,3.6743999,6.4639997,19.413399,6.8034,6.9716997,1.1337,0.85529995,0.3473,0.7177,1.3659999,0.3373,1.6654999,0.99179995,1.9901999,1.4208,6.645,0.66859996,14.547199,12.6222,0.7242,19.4224,0.5421,1.8019999,1.0868,3.7201998,9.2773,3.0895998,15.5252,1.0564,0.7436,2.9094,0.5951,0.7159,0.1999,1.9137,0.8127,0.3718,4.5952,1.3769,15.2702,15.462299,15.830899,6.4132,4.2869,6.5494,1.3284,1.2391,,0.5821,1.0569,5.1696997,6.2837996,7.3215,11.870399,8.8232,14.2967,7.7812996,9.6236,1.3781999,7.3862,0.6225,19.5606,4.9618998,0.7981,16.6942,1.0005,5.2948,5.1994,0.667,15.281699,0.7571,10.3525,0.8139,6.4044,0.4876,1.0189999,1.304,4.8136997,3.257,12.561999,1.9283999,0.6433,1.5225999,0.3362,0.7844,1.5256,4.4407997,1.9063,12.5083,10.2732,7.1064997,32.8539,58.516598,49.289898,1.2703999,13.6939,2.59,11.2171,4.4091,1.0699999,1.5015,24.064499,0.9328,2.5751998,0.6306,2.0593,0.0919,13.509,1.3505,2.1666,14.9606,2.1719,6.8138,5.7823997,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.9008,7.2593,1.1274002,1.1363,3.6698,0.47640002,10.6868,14.138301,0.8059999,2.3930001,2.3916001,0.7544,0.9037,27.946098,32.923405,0.5496001,2.4680998
World,1986,0.6994,1.1254,0.7087,9.1477995,6.8181996,1.0417,10.6479,3.4450998,7.4000998,0.71599996,13.6544,2.2379,0.57089996,6.4391,2.9759,5.3169,1.2824,0.8517,23.485899,1.2077999,21.508299,0.4154,2.0888999,,9.629,0.57379997,14.5119,0.7687,2.5567,5.1828,1.8685,0.74549997,17.927399,8.3762,1.0697,0.5299,12.933399,0.1626,0.4037,4.0485997,0.49809998,0.3631,15.510799,13.5576,6.0703998,5.1120996,6.6545997,12.2829,0.59749997,0.92689997,2.8111,,0.8649,9.2079,7.5105996,3.3974998,6.481,20.5751,7.5576,6.9779,1.1274999,1.0739,0.5434,0.75409997,1.2863,0.4335,1.5507,1.0468999,1.9362999,1.2178,8.146999,0.6721,15.949599,12.893499,0.8193,19.5297,0.5754,1.9149,0.95269996,3.6279,9.489699,2.9478,15.5155,1.1395999,0.6911,2.9006,0.6328,0.77019995,0.20699999,1.8205999,0.788,0.3773,4.5509,1.2807,15.446799,15.846299,15.7042,6.3705997,4.4825997,6.6323,1.1983,1.0224,,0.6239,1.0875,5.4413,6.4537,7.2535996,12.8956995,9.116099,15.0176,7.4795,9.5913,1.2749,7.2174997,0.67399997,17.6782,5.1043997,0.7513,17.077799,1.0338,5.3564,4.8568,0.6681,15.8143,0.7583,11.0525,0.49879998,6.6025,0.54359996,0.8951,1.3126999,4.6738,3.2440999,12.6528,1.9786999,0.552,1.4447,0.3418,0.7267,1.4176999,4.5263,1.8198999,12.416699,10.5975,7.1366997,33.0369,59.0612,49.648697,1.3488,13.410999,2.46,10.4065,5.1851,1.0454999,1.4058,24.3084,0.9,2.5082998,0.6314,1.9825,0.0749,13.898399,1.2136999,2.1155,14.815399,2.3213,6.8827996,6.2152,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.8420999,7.451,1.2053001,1.1425,3.7621,0.5289,10.393901,13.6057005,0.7973,2.4059002,2.3413002,0.86230004,0.9901,27.7631,32.378803,0.4712001,2.3186998
World,1987,0.7424,1.0834,0.8908,7.8901,6.1127,1.0561,10.1629,3.5052,7.0329,0.7206,13.6291,2.2458,0.58809996,6.2188997,2.9879,5.0736,1.3269,1.0035,21.4756,1.0589,21.8375,0.3974,2.4078999,,9.7421,0.61109996,14.654699,0.8211,2.5397,5.3473997,2.0061998,0.6726,14.1489,9.2579,1.1019,0.62,12.812699,0.198,0.3897,3.9522998,0.5945,0.3254,14.0529995,13.709499,5.9273,5.2718997,6.8152,12.324699,0.64379996,0.9647,2.6924999,,0.8244,9.1598,7.4951,3.0461,6.6889997,21.0459,7.6442,7.6716,1.1508,1.0518,0.5141,0.6996,1.2764,0.3611,1.5471,1.0681,1.9653,1.1008999,9.9798,0.6799,16.558199,13.425099,0.8073,20.376,0.59889996,1.662,0.8524,3.4863,9.3545,3.0476,15.7816,1.146,0.7388,2.9712,0.5241,0.77779996,0.21579999,1.7612,0.83269995,0.3955,4.5833,1.5869,15.183,15.9351,15.4169,6.3454,4.6401997,6.6292996,1.2418,1.0581,,0.61579996,0.94869995,5.8616,6.6159997,7.107,12.787399,9.071,14.230599,7.2146997,8.4697,1.5392,7.0162997,0.64309996,22.6533,5.0353,0.7159,17.767399,0.97489995,5.706,4.7079997,0.65349996,15.5447,0.7912,11.0463,0.5075,5.8971,0.5613,1.1151,1.4156,4.5148,3.2651,12.8378,1.9839,0.57129997,1.6149,0.3556,0.6466,1.4192,4.7655997,1.9052,12.4753,11.5792,7.0347,34.5699,60.716797,51.4249,1.3511,14.6405,2.2667,10.0357,5.1885,1.0718,1.4512999,23.849699,0.9554,3.0535998,0.7169,2.0023,0.1143,13.782,1.2112,2.202,15.3951,2.29,7.2489996,5.3197,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.8341999,7.3379,1.0351001,1.1192,3.9036999,0.48120004,10.439,13.8753,0.69439995,2.3849,2.3361,0.8608,0.90479994,26.230099,30.723206,0.46890008,2.35
World,1988,0.83629996,1.0649999,0.81229997,8.2962,7.0274997,1.0623,11.2212,3.4517999,6.6601,0.6518,12.4109,2.1657,0.6179,6.2692,3.2038999,5.3245997,1.5195,0.87149996,22.8934,0.7334,21.4226,0.4341,2.4756,,9.8878,0.6613,15.3925,0.8271,2.4599,5.0373,2.0221,0.6566,19.331299,9.2036,1.112,0.6379,12.6487,0.2269,0.4533,3.7656,0.5115,0.37579998,16.559,13.582999,6.2149997,5.3008,6.9679,12.6018,0.6207,0.92039996,2.6469,,0.83239996,8.9386,7.6650996,2.9775999,6.8046,21.9667,7.0457997,7.009,1.2466999,1.3471999,0.5115,0.7066,1.3182,0.3004,1.7092999,1.2047,2.0288,1.1929,10.806399,0.64089996,17.285099,12.8088,0.8027,20.5464,0.53319997,1.8492999,1.0332999,3.1001,8.1098995,3.208,15.552,1.0449,0.778,2.5823998,0.49089998,0.8146,0.2076,1.6301,0.7685,0.37629998,4.7011,1.2533,15.444099,15.7534,15.5856,6.5572,4.6261997,6.3645,1.3087,1.0835999,,0.6473,1.1001999,5.6169,6.4558,7.2393,13.2589,9.4952,15.096999,6.5424,9.3274,1.5489,6.9929,0.7363,23.5427,4.9877,0.6843,18.2736,1.0178,5.7089,4.6187,0.64169997,14.8356,0.8127,11.126599,0.5265,6.2191997,0.5658,1.1299,1.2399,5.1766996,3.3295999,12.372499,1.9142,0.6311,1.5679,0.3362,0.7661,1.3666999,4.8164,1.7047,12.448199,11.3782,6.4726996,33.908897,60.5846,51.1522,1.3608999,13.3672,2.3385,8.8313,5.4884996,1.1080999,1.5107,23.9321,0.9726,3.0797,0.719,2.0819,0.13229999,14.0229,1.1927999,2.1352,15.432799,2.2926,8.7987995,5.3606,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.9143,7.1921997,1.0821002,1.0233,4.2899,0.44200003,10.0148,14.5844,0.8700999,2.3204002,2.4058003,0.91330004,1.1053,26.891102,30.855404,0.45910013,2.3474
World,1989,0.6533,1.0529,0.8868,8.278399,7.4747,1.1388,11.469299,3.3672,6.2137,0.708,12.963699,2.2288,0.59499997,6.4111,2.7389,4.9989,1.3979,0.90919995,22.7713,0.9614,21.3184,0.4384,2.4548,,9.957,0.7011,15.2527,0.8821,2.6292,5.2885,1.9003999,0.7247,15.4567995,9.4494,1.1225,0.5979,13.3896,0.1476,0.4789,3.876,0.53069997,0.41849998,14.5139,13.301399,6.0123997,5.5346,6.8536,12.238199,0.61899996,0.8641,2.4854,,0.74399996,9.0148,7.8950996,2.7619,6.4866,21.1092,7.1861,7.7085,1.1373999,1.6736,0.3322,0.6518,1.3435999,0.4464,1.7358999,1.1994,1.9031999,1.2892,9.9429,0.6609,17.848299,12.5757,0.65,20.8507,0.52099997,1.7153,0.93259996,3.6186,8.1841,3.2842,14.7126,1.1544,0.79109997,2.8948,0.70269996,0.7969,0.219,1.7940999,0.82049996,0.3942,5.0627,1.4411,15.5807,15.7605,16.449,6.4368997,4.5745,6.4277997,1.1637,1.2287999,,0.63,1.3037,4.62,5.8332,7.3359,13.161799,10.0484,13.8306,6.276,8.9014,1.6419,7.6594,0.7402,23.9259,4.9518,0.75,18.7978,0.9702,5.8629,4.4309,0.7141,15.3537,0.8073,10.814799,0.5958,6.3252997,0.5864,1.2289,1.3123,5.2039,3.4541,12.599299,2.0226998,0.6856,1.5540999,0.3315,0.7973,1.3197,4.9575996,1.8288,11.727099,11.5267,7.1391997,36.5506,61.563,52.7725,1.4077,13.6627,2.3121,10.4165,5.1351,1.1118,1.4731,24.553,1.0047,3.5210998,0.7005,2.0384,0.1153,14.1089,1.171,2.2728999,14.960199,2.3732,9.113,4.9467998,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.8511999,7.123,1.0959002,1.1326001,3.7714,0.42890006,9.4616,14.0663,0.7976999,2.1959002,2.2973003,0.96029997,0.9812,24.249401,29.877003,0.4123001,2.2668
World,1990,0.6351,1.0529,0.90919995,8.0483,6.897,1.2275,11.316899,3.4701998,6.4778,0.6742,13.4065,2.4119,0.66069996,6.3634,3.0647,5.2089996,1.5764999,0.9992,23.8445,1.2154,21.911499,0.46899998,2.353,10,10.0183,0.81799996,15.192599,0.92289996,2.7575998,5.1033,2.0412,0.6838,29.457499,10.1311,1.1532,0.6841,12.7429,0.1584,0.44259998,4.3557,0.5434,0.3843,14.8057995,14.733299,5.5200996,5.4887,7.0299997,13.5735,0.64559996,0.792,2.6838,,0.6351,9.101,8.6552,2.7932,5.942,17.5024,7.495,8.0652,1.1689,1.2257999,0.7129,0.78999996,1.2343999,0.3398,1.7483,1.3633,1.879,1.342,12.6438,0.65139997,18.2444,12.8647995,0.7971,21.1231,0.6576,1.9325999,1.0566,3.6941,8.4917,2.8932,15.1318,0.8667,0.8009,2.9998,0.87369996,0.8009,0.2245,1.9303,0.84239995,0.4075,4.614,1.2178999,15.4073,16.2767,15.729199,6.7839,5.1605,6.0552998,1.0587,1.0794,,0.6092,1.259,4.7089,5.8447,7.5146,13.5301,9.9591,13.9539995,7.0606,8.7035,1.9116,7.704,0.8121,26.748098,5.3828,0.7502,19.491499,0.99219996,5.8293,4.025,0.8361,15.1119995,0.85999995,10.8587,0.6044,6.5367,0.4836,1.1263,1.3871,4.5957,3.5286,12.459499,2.2712998,0.6902,1.6391,0.389,0.7898,1.3658999,4.4365,1.8958,12.740999,11.7456,6.7204,35.7219,61.6531,52.707798,1.3327999,13.3846,2.2985,9.597899,4.9165,1.1281999,1.5363,26.2999,0.9726,3.5647,0.74399996,2.338,0.077599995,14.5836,1.2104,2.1980999,16.5131,2.5626,9.6935,5.5271,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.6680999,7.0617,1.0109001,1.1011,3.6959,0.41910005,9.5509,14.308001,0.7228999,2.1214,2.0487003,0.91410005,0.91419995,25.078098,29.786903,0.48720014,2.0774
World,1991,0.6594,1.1077,0.88009995,7.3318,6.2032,1.1879,11.879,3.4483,6.9151998,0.63379997,13.4895,2.2303,0.6473,6.4593997,2.5005999,5.3826,1.5551,0.9194,23.6187,1.0687,20.704899,0.4506,2.3658,,9.8282995,0.8063,15.6838,1.3906,2.6831,4.6816998,2.6123,0.7102,26.1808,10.1915,1.0365,0.6641,12.9393,0.19469999,0.44599998,4.3814,0.5622,0.4003,17.2309,14.9751,5.5920997,5.6503997,6.8862996,13.9726,0.68119997,0.7392,3.0175998,,0.61899996,8.9576,8.9418,2.8718998,5.9955997,19.302,7.1624,7.8069997,1.1514,1.191,0.2232,0.7043,1.3792,0.42769998,1.7364,1.3261,1.9502,1.2526,12.1537,0.7234,17.8671,13.6114,0.8131,21.0705,0.6584,2.0070999,1.1539,3.6996999,7.5323997,2.7214,15.5455,0.8695,0.6787,2.9919,0.66359997,0.79649997,0.22999999,1.6718,0.82229996,0.41189998,4.95,1.7238,16.836199,14.830199,15.7823,6.3399997,5.1075,6.095,1.1529,0.7033,,0.72749996,1.3199999,5.5336,5.7802,7.4101,13.0626,9.304299,15.8279,7.0466,8.3649,1.5346999,7.5242,0.7915,20.9186,5.7611,0.66459996,18.9809,0.9605,5.9396996,3.9134998,0.8125,14.4171,0.79399997,11.346499,0.6216,5.7440996,0.6303,1.1279,1.3967999,4.1422,3.537,12.1219,2.0339,0.5266,1.731,0.3484,0.8157,1.2967,4.3305,1.8725,12.9883995,11.8438,7.1171,33.2659,61.4039,51.994698,1.3450999,13.6043,2.3039,9.8925,5.3845,,1.5459,26.4973,0.96779996,3.6011999,0.9281,2.267,0.0896,14.3754,1.0688,2.2231998,15.9814,2.4414,9.909599,5.2918,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.8497,7.2517004,0.91900015,1.1186,3.6903,0.54130006,10.205701,15.0029,0.7132,2.1130002,2.2861001,0.9833,0.9375,27.5341,30.036102,0.47490013,2.1985998
World,1992,0.69339997,0.9553,0.9037,8.5567,6.2651997,1.1866,11.1145,3.7319999,7.0628996,0.66249996,13.789599,2.2547,0.6651,6.4132,2.8944,5.536,1.212,0.99689996,22.7556,1.1451,22.0539,0.4436,2.4041,,9.7526,0.8836,17.375399,0.92939997,2.7828,5.4656997,2.638,0.7186,26.886599,10.5625,1.0604,0.7047,13.1394,0.1776,0.4675,4.5529,0.58779997,0.3098,15.2156,15.446699,6.5629997,5.5051,6.9132,16.1687,0.6247,0.8146,3.2758,,0.55399996,9.3077,9.278299,2.8955,6.8065996,18.971699,7.7799997,7.824,1.1895,1.6236999,0.247,0.64199996,1.2724,0.5628,1.7988,1.4074,1.989,1.3783,15.210199,0.7076,17.6731,13.210099,0.7797,21.991499,0.63589996,2.0795,1.1524999,3.9062998,7.4536,2.6053998,15.788199,0.8429,0.7933,2.3416998,0.6798,0.8172,0.2629,1.7499,0.84599996,0.4156,5.0058,1.461,17.3764,15.0885,16.0979,7.7138,5.2766,6.0999,1.0397999,0.7488,,0.44419998,1.3416,5.5544,5.7834997,7.1038,13.939099,9.3602,17.0306,7.8515997,9.3996,1.8708999,8.0071,0.6716,21.7627,5.7124,0.5909,20.531599,0.9693,5.7788,3.9763,0.6238,14.98,0.76809996,11.9179,0.6683,7.7904,0.46949998,1.1802,1.3203,4.7867,3.5879998,12.301399,2.0105999,0.6178,1.5561999,0.3768,0.7915,1.5291,4.9553,2.031,13.0814,10.787,6.8269997,33.8144,61.400997,52.456497,1.2062,13.3887,2.3107,10.1658,5.1372,,1.5669,25.638199,1.0071,3.1703,1.069,2.8637998,0.083799995,14.7927,1.1376,2.2328,16.2974,2.534,10.370399,5.719,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.8253,7.3274,1.0938002,1.0805,3.4837,0.42670006,10.1498,14.440001,0.7896999,2.0620003,2.3094003,0.75090003,0.77900004,26.9856,30.039005,0.61380005,2.106
